"repo","path","document","line","excerpt"
"core","nats/driver/client.go","review/REVIEW-2026-09-16-02.md","17","check_index_coverage 对以下九个证据文件均为 no_recorded_issue，但 freshness 为 metadata_changed，generation=`2026-09-08T14:39:26Z`：room/jetstream_syncbus.go、room/nats_syncbus.go、room/jetstream_syncbus_test.go、nats/driver/jetstream.go、nats/driver/client.go、nats/jetstream.go、nats/client.go、nats/driver/jetstream_settle_test.go、nats/driver/jetstream_test.go。已读当前源码补证；普通 client 的重点为发布/订阅入口，不声明整个文件审查完成。没有重建或终止共享索引，没有声称图谱与本轮 Git 同代。"
"core","nats/driver/client.go","review/REVIEW-2026-09-16-03.md","25","- Core：nats/driver/client.go、options.go、jetstream.go、jetstream_test.go；nats/config.go、jetstream.go；room/jetstream_syncbus.go、nats_syncbus.go；syncstream/publisher.go、adapter_test.go、subscribe_promises_test.go；syncbus/sync.go、patch_syncer.go。"
"core","nats/driver/jetstream.go","review/IMPLEMENTATION-JETSTREAM-SYNCBUS-AND-LIFECYCLE.md","27","| 确认 | `nats/driver/jetstream.go:40` 调用同步 Publish，映射 ACK；room PublishConfirmed 复用 Publish | 确认不表示消费者已应用；普通 NATS 适配没有此确认能力 |"
"core","nats/driver/jetstream.go","review/REVIEW-2026-09-16-02.md","17","check_index_coverage 对以下九个证据文件均为 no_recorded_issue，但 freshness 为 metadata_changed，generation=`2026-09-08T14:39:26Z`：room/jetstream_syncbus.go、room/nats_syncbus.go、room/jetstream_syncbus_test.go、nats/driver/jetstream.go、nats/driver/client.go、nats/jetstream.go、nats/client.go、nats/driver/jetstream_settle_test.go、nats/driver/jetstream_test.go。已读当前源码补证；普通 client 的重点为发布/订阅入口，不声明整个文件审查完成。没有重建或终止共享索引，没有声称图谱与本轮 Git 同代。"
"core","nats/driver/jetstream.go","bug/REVIEW-2026-09-16-02.md","9","位置：`room/jetstream_syncbus.go:98–105,158–165,247–255`，`nats/driver/jetstream.go:32–37,69`。"
"core","nats/driver/jetstream.go","bug/REVIEW-2026-09-16-03.md","9","位置：`room/jetstream_syncbus.go:147–193,247–255`，`nats/driver/jetstream.go:62–82`。业务影响链路：`syncstream/publisher.go:248–294,297–351`。"
"core","nats/driver/jetstream_settle_test.go","review/REVIEW-2026-09-16-02.md","17","check_index_coverage 对以下九个证据文件均为 no_recorded_issue，但 freshness 为 metadata_changed，generation=`2026-09-08T14:39:26Z`：room/jetstream_syncbus.go、room/nats_syncbus.go、room/jetstream_syncbus_test.go、nats/driver/jetstream.go、nats/driver/client.go、nats/jetstream.go、nats/client.go、nats/driver/jetstream_settle_test.go、nats/driver/jetstream_test.go。已读当前源码补证；普通 client 的重点为发布/订阅入口，不声明整个文件审查完成。没有重建或终止共享索引，没有声称图谱与本轮 Git 同代。"
"core","nats/driver/jetstream_test.go","review/REVIEW-2026-09-16-02.md","17","check_index_coverage 对以下九个证据文件均为 no_recorded_issue，但 freshness 为 metadata_changed，generation=`2026-09-08T14:39:26Z`：room/jetstream_syncbus.go、room/nats_syncbus.go、room/jetstream_syncbus_test.go、nats/driver/jetstream.go、nats/driver/client.go、nats/jetstream.go、nats/client.go、nats/driver/jetstream_settle_test.go、nats/driver/jetstream_test.go。已读当前源码补证；普通 client 的重点为发布/订阅入口，不声明整个文件审查完成。没有重建或终止共享索引，没有声称图谱与本轮 Git 同代。"
"core","nats/driver/jetstream_test.go","review/REVIEW-2026-09-16-03.md","25","- Core：nats/driver/client.go、options.go、jetstream.go、jetstream_test.go；nats/config.go、jetstream.go；room/jetstream_syncbus.go、nats_syncbus.go；syncstream/publisher.go、adapter_test.go、subscribe_promises_test.go；syncbus/sync.go、patch_syncer.go。"
"core","nats/driver/options.go","review/REVIEW-2026-09-16-03.md","25","- Core：nats/driver/client.go、options.go、jetstream.go、jetstream_test.go；nats/config.go、jetstream.go；room/jetstream_syncbus.go、nats_syncbus.go；syncstream/publisher.go、adapter_test.go、subscribe_promises_test.go；syncbus/sync.go、patch_syncer.go。"
"core","nats/jetstream.go","review/REVIEW-2026-09-16-02.md","17","check_index_coverage 对以下九个证据文件均为 no_recorded_issue，但 freshness 为 metadata_changed，generation=`2026-09-08T14:39:26Z`：room/jetstream_syncbus.go、room/nats_syncbus.go、room/jetstream_syncbus_test.go、nats/driver/jetstream.go、nats/driver/client.go、nats/jetstream.go、nats/client.go、nats/driver/jetstream_settle_test.go、nats/driver/jetstream_test.go。已读当前源码补证；普通 client 的重点为发布/订阅入口，不声明整个文件审查完成。没有重建或终止共享索引，没有声称图谱与本轮 Git 同代。"
"core","nest/cast.go","review/IMPLEMENTATION-STATE-AND-LIFECYCLE.md","7","入口是 Core `nest/cast.go` 的 CastMulti，依赖 `entity/entity_guard.go` 的锁作用域。阅读到的顺序是：规范化目标 → 检查 Guard/dispatch/getter → 在加载前检查组锁顺序与远程声明 → GetMany → 校验已加载目标 → 排序并 Touch/RequireEntity → 返回实体。"
"core","nest/client.go","bug/REVIEW-2026-09-11-02.md","18","- 位置：`nest/dispatcher.go:173`，尤其 `:202`；`nest/client.go:255`；`nest/nest.go:353`。"
"core","nest/delayed_shutdown_promises_test.go","review/REVIEW-2026-09-11-03.md","23","coverage 检查涉及 remoteentity/transaction_manager remoteentity/batch remoteentity/finalizer_stop_handoff_promises_test.go，nest/dispatcher nest/group_transition nest/msg nest/delayed_shutdown_promises_test.go，Mail 的 mailbox/service/types/store/settled_claim_retention_promises_test，以及 versionstore/memory_store.go、versionstore.go。旧路径 metadata_changed，新测试 not_tracked，均读取当前相关源码；账本 partial 的 311 行也读取补证。此信号不是完整性证明。"
"core","nest/dispatcher.go","bug/REVIEW-2026-09-11-02.md","18","- 位置：`nest/dispatcher.go:173`，尤其 `:202`；`nest/client.go:255`；`nest/nest.go:353`。"
"core","nest/group_transition.go","bug/REVIEW-2026-09-11-02.md","22","- 影响：停机期间额外保留请求等待与上游连接，错误语义退化为取消/超时。group_transition.go:375 的重新排队也保留 RetChan，因此可能涉及内部延迟重试；本轮只动态验证显式延迟请求，内部重排为源码推断。"
"core","nest/msg.go","review/IMPLEMENTATION-REMOTE-PREPARE-AND-FINALIZE.md","17","`nest/msg.go` 收尾区分：未 finalized 或 handler 失败走 Abort；正常走 Commit；已经标记不确定时不再当成明确失败 Abort，而通过 Close 将持有资源交给状态驱动的 finalizer。这个区分避免在 WAL 可能已接受时做错误回滚。"
"core","nest/nest.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","21","| Nest | [nest.go](../../nest/nest.go):477：只为 Managed prepare；[rollback.go](../../nest/rollback.go):822：非 Managed 仍可注册普通提交参与者 | 跳过 Remote 写批次不是本地写拒绝，也不是安全的 Mirror 读 API |"
"core","nest/nest.go","bug/REVIEW-2026-09-11-02.md","18","- 位置：`nest/dispatcher.go:173`，尤其 `:202`；`nest/client.go:255`；`nest/nest.go:353`。"
"core","nest/nest_dispatch.go","review/IMPLEMENTATION-REMOTE-PREPARE-AND-FINALIZE.md","7","Nest 的 `nest_dispatch.go` 从 Tid/Tids/GroupTIds 收集 managed remote ID，调用 Manager.PrepareRemoteWriteBatch。Broadcast 被拒绝，因为一次广播会拆成多个 handler 事务，与单个批量远程事务不一致。没有配置写管理器或返回 nil batch 时也拒绝进入。"
"core","nest/nest_dispatch.go","review/REVIEW-2026-09-09.md","37","cube-core/nest/nest_dispatch.go cube-core/nest/rollback.go cube-core/nest/transaction.go"
"core","nest/nest_dispatch.go","review/REVIEW-2026-09-09.md","63","| 事务 | `nest/transaction.go:74` 起明确 durable commit 与 indeterminate 契约；`rollback.go:496` 的 durableCommit；`nest_dispatch.go:831` 的 invokeHandlerTransaction | 能区分可回滚拒绝与结果不确定，后者触发 Fence。对玩家资产这类数据，比只暴露一个通用 error 更有价值；不能据此承诺跨系统任意操作 exactly-once |"
"core","nest/nest_dispatch.go","review/REVIEW-2026-09-09.md","64","| 并发与背压 | `worker/pool.go:148` TryDispatch 有明确队列满错误；`nest_dispatch.go:866` 起核对多实体加锁/释放 | 并发正确性有显式协议。业务仍须定义多实体原子边界；不能把实体串行化误当成所有跨实体操作自动安全 |"
"core","nest/pipelined_completion.go","review/IMPLEMENTATION-REPAIR-ACCEPTANCE.md","17","[rollback.go](../../nest/rollback.go) 逐项恢复回调 panic 并返回 ErrAfterCommitFailed，使后续释放回调仍有机会执行；[pipelined_completion.go](../../nest/pipelined_completion.go) 把错误送回等待者。业务不能把该错误等同“事务未提交”并盲目重试写操作。独立验收必须检查回复、释放和进程存活，不能只检查 recover 日志。"
"core","nest/pipelined_completion.go","bug/REVIEW-2026-09-11-04.md","9","**位置：** `nest/pipelined_completion.go:234` 的 tx.Commit 在回复之前执行；`nest/rollback.go:417` 起逐个执行 commits 回调，没有逐项异常隔离。`rollback.go:722` 将 TransactionReleased 追加到业务回调之后；`worker/worker.go:76` 的 SafeFunc 只在最外层恢复并记录 panic。"
"core","nest/remote_access.go","review/IMPLEMENTATION-REMOTE-PREPARE-AND-FINALIZE.md","25","`nest/remote_access.go` 在 handler 前收集 RemoteAccess 声明，校验 alias、引用、模式和一致性，解析快照后核对实体/种类/scope/route epoch，再校验版本/时效。Required 失败中止，optional 失败跳过；成功快照放入当前上下文，Remote[T] 按 alias 与类型读取。"
"core","nest/rollback.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","21","| Nest | [nest.go](../../nest/nest.go):477：只为 Managed prepare；[rollback.go](../../nest/rollback.go):822：非 Managed 仍可注册普通提交参与者 | 跳过 Remote 写批次不是本地写拒绝，也不是安全的 Mirror 读 API |"
"core","nest/rollback.go","review/IMPLEMENTATION-REPAIR-ACCEPTANCE.md","17","[rollback.go](../../nest/rollback.go) 逐项恢复回调 panic 并返回 ErrAfterCommitFailed，使后续释放回调仍有机会执行；[pipelined_completion.go](../../nest/pipelined_completion.go) 把错误送回等待者。业务不能把该错误等同“事务未提交”并盲目重试写操作。独立验收必须检查回复、释放和进程存活，不能只检查 recover 日志。"
"core","nest/rollback.go","review/REVIEW-2026-09-09.md","37","cube-core/nest/nest_dispatch.go cube-core/nest/rollback.go cube-core/nest/transaction.go"
"core","nest/rollback.go","review/REVIEW-2026-09-09.md","63","| 事务 | `nest/transaction.go:74` 起明确 durable commit 与 indeterminate 契约；`rollback.go:496` 的 durableCommit；`nest_dispatch.go:831` 的 invokeHandlerTransaction | 能区分可回滚拒绝与结果不确定，后者触发 Fence。对玩家资产这类数据，比只暴露一个通用 error 更有价值；不能据此承诺跨系统任意操作 exactly-once |"
"core","nest/rollback.go","bug/REVIEW-2026-09-11-04.md","9","**位置：** `nest/pipelined_completion.go:234` 的 tx.Commit 在回复之前执行；`nest/rollback.go:417` 起逐个执行 commits 回调，没有逐项异常隔离。`rollback.go:722` 将 TransactionReleased 追加到业务回调之后；`worker/worker.go:76` 的 SafeFunc 只在最外层恢复并记录 panic。"
"core","nest/transaction.go","review/REVIEW-2026-09-09.md","37","cube-core/nest/nest_dispatch.go cube-core/nest/rollback.go cube-core/nest/transaction.go"
"core","nest/transaction.go","review/REVIEW-2026-09-09.md","63","| 事务 | `nest/transaction.go:74` 起明确 durable commit 与 indeterminate 契约；`rollback.go:496` 的 durableCommit；`nest_dispatch.go:831` 的 invokeHandlerTransaction | 能区分可回滚拒绝与结果不确定，后者触发 Fence。对玩家资产这类数据，比只暴露一个通用 error 更有价值；不能据此承诺跨系统任意操作 exactly-once |"
"core","nestwal/committer.go","review/IMPLEMENTATION-REPAIR-ACCEPTANCE.md","13","[wal.go](../../nestwal/wal.go) 的 Sync 先将 barrier 放入写队列，收到 writer 回答后才 syncActive。屏障结束 BatchDelay 收集，使已准入记录不能留在内存而 Sync 返回成功。Flush/Shutdown 在 [committer.go](../../nestwal/committer.go) 使用可取消的 semaphore 等待；超时是停止等待，不保证用户 applier 已退出。原真实文件和截止复现均通过，磁盘卡死与并发 Close 仍需另验。"
"core","nestwal/committer.go","bug/REVIEW-2026-09-12.md","7","**状态：未修复。** 位置：`nestwal/committer.go:235` Flush、`:242` flushMu.Lock、`:319` Shutdown、`:380` replayMu.Lock。"
"core","nestwal/wal.go","review/IMPLEMENTATION-REPAIR-ACCEPTANCE.md","13","[wal.go](../../nestwal/wal.go) 的 Sync 先将 barrier 放入写队列，收到 writer 回答后才 syncActive。屏障结束 BatchDelay 收集，使已准入记录不能留在内存而 Sync 返回成功。Flush/Shutdown 在 [committer.go](../../nestwal/committer.go) 使用可取消的 semaphore 等待；超时是停止等待，不保证用户 applier 已退出。原真实文件和截止复现均通过，磁盘卡死与并发 Close 仍需另验。"
"core","nestwal/wal.go","review/REVIEW-2026-09-13-09.md","15","roost-review/codebase-memory Verify。list_projects 确认 D-whb_s；coverage generation 为 2026-09-08T14:39:26Z，ownership.go 和 wal.go 均 metadata_changed，直接阅读实际源码。首次 EnterShared/LeaveShared 简写搜索零结果，不作为缺失结论；准确 RemoteSharedMode 搜索找到两个方法，无剩余分页。EnterRemoteSharedMode 双向 trace 一页完成，接口边为启发式，零调用者不作为无使用证明。"
"core","nestwal/wal.go","review/REVIEW-2026-09-14.md","34","coverage 检查 wal.go、snapshot_l2.go、remote_snapshot.go、ownership.go、marker.go：generation 2026-09-08T14:39:26Z，均 metadata_changed；读取当前源码补证，图谱不代表最新完整依赖。Kit/Codegen 本轮仅同步，无新增源代码覆盖。"
"core","nestwal/wal.go","bug/REVIEW-2026-09-12.md","28","**状态：未修复。** 位置：`nestwal/wal.go:566` Sync、`:718` collectBatch、`:976` syncActive。"
"core","nestwal/wal.go","bug/REVIEW-2026-09-14.md","5","Core `50859c59124aeb15593ef6bf2475a5e4715a7e2d`，未修复。位置：[wal.go](../../nestwal/wal.go):618 的 `if closed { return nil }`；Close 在 748 行先设置 closed，再由 writer 异步排空。关联 RR-20260912-02，但本项是新增屏障中关闭分支的错误假设，旧普通 Sync 触发修复仍有效。"
"core","nestwal/wal_test.go","bug/REVIEW-2026-09-13-08.md","6","- WAL：复用[09-12 附录](REPRO-2026-09-12.md)的 wal_test.go，运行全部 TestReview，共五项通过。"
"core","nettransport/atomic_admission_test.go","review/REVIEW-2026-09-15-05.md","9","Verify，list_projects 确认 D-whb_s 根 D:/whb_s。coverage generation `2026-09-08T14:39:26Z`；以下证据文件均 no_recorded_issue 但 metadata_changed，全部以当前源码补证：room_broadcast.go/test.go、room_transport_sink.go/test.go、nettransport/channel.go、atomic_admission_test.go、sender.go。"
"core","nettransport/channel.go","review/REVIEW-2026-09-09.md","40","cube-core/nettransport/channel.go"
"core","nettransport/channel.go","review/REVIEW-2026-09-09.md","66","| 实时通信 | `nettransport/channel.go:147` 起有会话、可靠队列、字节预算、发送超时边界；可靠与 latest-only 通道独立工作 | 已有针对积压与慢接收端的机制。这证明设计存在，不证明特定人数或时延目标达成 |"
"core","nettransport/channel.go","review/REVIEW-2026-09-15-05.md","9","Verify，list_projects 确认 D-whb_s 根 D:/whb_s。coverage generation `2026-09-08T14:39:26Z`；以下证据文件均 no_recorded_issue 但 metadata_changed，全部以当前源码补证：room_broadcast.go/test.go、room_transport_sink.go/test.go、nettransport/channel.go、atomic_admission_test.go、sender.go。"
"core","nettransport/sender.go","review/REVIEW-2026-09-15-05.md","9","Verify，list_projects 确认 D-whb_s 根 D:/whb_s。coverage generation `2026-09-08T14:39:26Z`；以下证据文件均 no_recorded_issue 但 metadata_changed，全部以当前源码补证：room_broadcast.go/test.go、room_transport_sink.go/test.go、nettransport/channel.go、atomic_admission_test.go、sender.go。"
"core","remoteentity/assemble.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","26","| 现有 Assembly | [assemble.go](../../remoteentity/assemble.go):49：要求 Redis、SID、原子事务 backend | 只读服务不应为启动镜像被迫接入写锁、事务存储、finalizer |"
"core","remoteentity/assemble.go","review/REVIEW-2026-09-12-02.md","25","对 policy、factory、remote_snapshot、mirror/envelope、cache/mirror/store、entitysync/subscription、remoteentity/syncer/assembly/transaction_manager、Nest 与 codegen gen/parse 检查 coverage；对 entity/mirror/remoteentity/codegen internal/entity 加 scope，均无记录缺口、无分页，但 freshness 陈旧。对当前三仓 Go/模板中的 Mirror/policy 引用作源码补证，并直接阅读关键函数。补查发现 assemble.go 和 M-04 在旧图中 not_tracked，已读当前文件；ledger 第 311 行 partial，已读原文；kit scope 仅报告 .git/.idea 排除目录，不作为业务源码证据。不存在结论限定本轮三仓基线与这些接入路径，不宣称全仓功能穷尽。"
"core","remoteentity/assemble.go","bug/REVIEW-2026-09-12-02.md","10","| 完整 Remote Assembly 含写侧依赖 | remoteentity/assemble.go:49–95 要求 Redis 和原子 backend | 不适合作为轻量 Mirror 默认装配；建议提取读组件 |"
"core","remoteentity/assembly.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","25","| Remote 同步链 | [assembly.go](../../remoteentity/assembly.go):54 → [syncer.go](../../remoteentity/syncer.go):31、92：兴趣过滤发布、接收更新、gap/epoch/schema 异常后权威回填；[transaction_manager.go](../../remoteentity/transaction_manager.go):483：读时续租兴趣 | reader 与写 Manager 耦合，内部 wire/interest 实现未导出；不能直接把完整 Assembly 当轻量 Mirror 客户端 |"
"core","remoteentity/batch.go","review/IMPLEMENTATION-REMOTE-PREPARE-AND-FINALIZE.md","9","`remoteentity/batch.go` 先校验/排序去重 ID、检查最大批量与后端，再预留 finalizer 容量。逐项 beginWrite 取得本地 writeGate 和 ownership 读锁，检查/取得所有权；共享模式还取得带 fence 的分布式锁、重新核对 marker，加载并校验实体，建立版本向量与写租约。"
"core","remoteentity/batch.go","review/REVIEW-2026-09-13-10.md","11","使用 roost-review/codebase-memory Verify。list_projects 确认 D-whb_s；搜索 LeaveRemoteSharedMode/beginWrite 两项，无剩余分页；Leave 双向 trace 一页完成，零 caller 不作无使用证明。coverage 的 ownership.go、batch.go 均 metadata_changed，generation 2026-09-08T14:39:26Z，直接阅读错误恢复和 beginWrite 实际路径补证。图谱旧代，不提供全仓穷尽结论。"
"core","remoteentity/batch.go","bug/REVIEW-2026-09-11-02.md","7","- 位置：`remoteentity/transaction_manager.go:139`、`:148`、`:292`；`remoteentity/batch.go:455`。"
"core","remoteentity/batch.go","bug/REVIEW-2026-09-13-03.md","7","位置：[remoteentity/ownership.go](../../remoteentity/ownership.go):127–130，TransferExpected 返回任何错误都调用 restoreOwnershipAfterTransitionFailure；后者 :287–300 将 live 状态恢复为原 LocalOwned/Shared。[wrapper.go](../../remoteentity/wrapper.go):165–173 在 MarkerCacheTTL 内直接信任旧 marker；[batch.go](../../remoteentity/batch.go):125–151 据此放行本地 owner。"
"core","remoteentity/batch.go","bug/REVIEW-2026-09-13-10.md","7","Core `7be357c1cae69b18bca2c6a87ef918f130c60121`，未修复。位置：[ownership.go](../../remoteentity/ownership.go):99，失败后恢复旧 Shared 状态；[batch.go](../../remoteentity/batch.go):268，后续直接 TransitionRemoteOwnership(LocalOwned)。关联 RR-12，但一个是 Enter 错误放行，一个是 Leave 恢复后持续拒绝，分别记录。"
"core","remoteentity/finalizer_stop_handoff_promises_test.go","review/REVIEW-2026-09-11-03.md","23","coverage 检查涉及 remoteentity/transaction_manager remoteentity/batch remoteentity/finalizer_stop_handoff_promises_test.go，nest/dispatcher nest/group_transition nest/msg nest/delayed_shutdown_promises_test.go，Mail 的 mailbox/service/types/store/settled_claim_retention_promises_test，以及 versionstore/memory_store.go、versionstore.go。旧路径 metadata_changed，新测试 not_tracked，均读取当前相关源码；账本 partial 的 311 行也读取补证。此信号不是完整性证明。"
"core","remoteentity/interest.go","bug/REVIEW-2026-09-13.md","22","位置：[remoteentity/interest.go](../../remoteentity/interest.go):153–154、85；[transaction_manager.go](../../remoteentity/transaction_manager.go):589 的 Release 发布时间戳，但接收端仅按 key/SID 无条件删除，没有订阅代际比较。"
"core","remoteentity/marker.go","bug/REVIEW-2026-09-13-03.md","36","位置：[remoteentity/marker.go](../../remoteentity/marker.go):25–34 的 EnterShared Lua 以 `.. ((tonumber(currentFence) or 0)+1)` 拼接；:185–198 的 parseMarkerLease 只接受十进制 uint64。"
"core","remoteentity/ownership.go","review/IMPLEMENTATION-REPAIR-ACCEPTANCE.md","23","[ownership.go](../../remoteentity/ownership.go) 在 Transfer 错误后清本地 marker，使用独立有界 context 重查：未变才恢复；已转移则 fence 并返回已确认结果；无法查询则 Recovering 阻止准入。本轮真实 Redis 已执行 CAS 后丢回复的场景证明旧 owner 不再写入；发送前失败对照证明正常恢复仍存在。该结论不外推到 EnterShared/LeaveShared 或跨机故障恢复。"
"core","remoteentity/ownership.go","review/REVIEW-2026-09-13-09.md","15","roost-review/codebase-memory Verify。list_projects 确认 D-whb_s；coverage generation 为 2026-09-08T14:39:26Z，ownership.go 和 wal.go 均 metadata_changed，直接阅读实际源码。首次 EnterShared/LeaveShared 简写搜索零结果，不作为缺失结论；准确 RemoteSharedMode 搜索找到两个方法，无剩余分页。EnterRemoteSharedMode 双向 trace 一页完成，接口边为启发式，零调用者不作为无使用证明。"
"core","remoteentity/ownership.go","review/REVIEW-2026-09-13-10.md","11","使用 roost-review/codebase-memory Verify。list_projects 确认 D-whb_s；搜索 LeaveRemoteSharedMode/beginWrite 两项，无剩余分页；Leave 双向 trace 一页完成，零 caller 不作无使用证明。coverage 的 ownership.go、batch.go 均 metadata_changed，generation 2026-09-08T14:39:26Z，直接阅读错误恢复和 beginWrite 实际路径补证。图谱旧代，不提供全仓穷尽结论。"
"core","remoteentity/ownership.go","review/REVIEW-2026-09-14.md","34","coverage 检查 wal.go、snapshot_l2.go、remote_snapshot.go、ownership.go、marker.go：generation 2026-09-08T14:39:26Z，均 metadata_changed；读取当前源码补证，图谱不代表最新完整依赖。Kit/Codegen 本轮仅同步，无新增源代码覆盖。"
"core","remoteentity/ownership.go","bug/REVIEW-2026-09-13-03.md","7","位置：[remoteentity/ownership.go](../../remoteentity/ownership.go):127–130，TransferExpected 返回任何错误都调用 restoreOwnershipAfterTransitionFailure；后者 :287–300 将 live 状态恢复为原 LocalOwned/Shared。[wrapper.go](../../remoteentity/wrapper.go):165–173 在 MarkerCacheTTL 内直接信任旧 marker；[batch.go](../../remoteentity/batch.go):125–151 据此放行本地 owner。"
"core","remoteentity/ownership.go","bug/REVIEW-2026-09-13-09.md","5","Core `99be1ebc6191cf3e64acb22e39a8c439d7f3eea6`，未修复。[ownership.go](../../remoteentity/ownership.go) 的 EnterRemoteSharedMode（59–82 行），尤其 73–76 行错误恢复分支。关联 RR-20260913-09 的未知结果机制，但该项是另一入口，不重开已经验收通过的 Transfer 修复。"
"core","remoteentity/ownership.go","bug/REVIEW-2026-09-13-10.md","7","Core `7be357c1cae69b18bca2c6a87ef918f130c60121`，未修复。位置：[ownership.go](../../remoteentity/ownership.go):99，失败后恢复旧 Shared 状态；[batch.go](../../remoteentity/batch.go):268，后续直接 TransitionRemoteOwnership(LocalOwned)。关联 RR-12，但一个是 Enter 错误放行，一个是 Leave 恢复后持续拒绝，分别记录。"
"core","remoteentity/ownership_mode_indeterminate_promises_test.go","review/REVIEW-2026-09-14.md","38","提交前远端推进至 `ae8b254cd999f5ac831a8061588ee11cf1136c87`，已合并。增量为 U0189 文档和 `remoteentity/ownership_mode_indeterminate_promises_test.go` 的连续准入断言，没有运行时代码变化。本轮实际测试基线仍为 `50859c59124aeb15593ef6bf2475a5e4715a7e2d`；新增远端测试未在合并后重跑，不计入本轮通过结果。"
"core","remoteentity/snapshot_l2.go","review/REVIEW-2026-09-13-02.md","17","coverage 包含 snapshot_l2.go、snapshot_l2_test.go、entity/remote_snapshot.go、cache/read_through.go、cache/atomic_local.go，并加 remoteentity/entity/cache scope，均无记录缺口和下一页；这不证明图谱已更新。Expiry 字段引用为 literal 源码检索，核查目标两个文件未调用 Expired，结论限定实际读取链。ledger 已知 partial 第 311 行读原文。未进行其他三仓功能的穷尽检查。"
"core","remoteentity/snapshot_l2.go","review/REVIEW-2026-09-14.md","34","coverage 检查 wal.go、snapshot_l2.go、remote_snapshot.go、ownership.go、marker.go：generation 2026-09-08T14:39:26Z，均 metadata_changed；读取当前源码补证，图谱不代表最新完整依赖。Kit/Codegen 本轮仅同步，无新增源代码覆盖。"
"core","remoteentity/snapshot_l2.go","bug/REVIEW-2026-09-13-02.md","27","位置：[remoteentity/snapshot_l2.go](../../remoteentity/snapshot_l2.go):15–30。CAS 比较 marker/route/version/checksum，没有比较 schema/codec；checksum 只取 payload 字节。"
"core","remoteentity/snapshot_l2.go","bug/REVIEW-2026-09-13-02.md","37","位置：[entity/remote_snapshot.go](../../entity/remote_snapshot.go):75、96–98 定义 ExpiresAt/Expired；构造缓存 :181–191 只使用固定 TTL，Get :244–269 未检查 envelope.ExpiresAt；[remoteentity/snapshot_l2.go](../../remoteentity/snapshot_l2.go):80–94 解码保留该字段但不拒绝过期。"
"core","remoteentity/snapshot_l2.go","bug/REVIEW-2026-09-13-03.md","23","位置：[remoteentity/snapshot_l2.go](../../remoteentity/snapshot_l2.go):16–26 的 tonumber 与 HSET。实际 Redis 8.8.0 执行源码中的原始 Lua："
"core","remoteentity/snapshot_l2_test.go","review/REVIEW-2026-09-13-02.md","17","coverage 包含 snapshot_l2.go、snapshot_l2_test.go、entity/remote_snapshot.go、cache/read_through.go、cache/atomic_local.go，并加 remoteentity/entity/cache scope，均无记录缺口和下一页；这不证明图谱已更新。Expiry 字段引用为 literal 源码检索，核查目标两个文件未调用 Expired，结论限定实际读取链。ledger 已知 partial 第 311 行读原文。未进行其他三仓功能的穷尽检查。"
"core","remoteentity/syncer.go","review/IMPLEMENTATION-REMOTE-POLICY-MIRROR.md","25","| Remote 同步链 | [assembly.go](../../remoteentity/assembly.go):54 → [syncer.go](../../remoteentity/syncer.go):31、92：兴趣过滤发布、接收更新、gap/epoch/schema 异常后权威回填；[transaction_manager.go](../../remoteentity/transaction_manager.go):483：读时续租兴趣 | reader 与写 Manager 耦合，内部 wire/interest 实现未导出；不能直接把完整 Assembly 当轻量 Mirror 客户端 |"
"core","remoteentity/syncer.go","review/REVIEW-2026-09-13.md","19","使用 codebase-memory Verify。list_projects/index_status 确认 D-whb_s 根 D:/whb_s、ready、26320 nodes/195520 edges；coverage generation `2026-09-08T14:39:26Z`，关键源码均 metadata_changed。ApplyReplica 同名符号图谱只返回 interest 接收器，不能推断 snapshot 接收器不存在；已直接读取 syncer.go。"
"core","remoteentity/syncer.go","bug/REVIEW-2026-09-12-02.md","9","| Remote 接收删除直接失效缓存 | remoteentity/syncer.go:103–104 不比较 env.Version；cache/mirror.go:98–102 同样直接 Delete | 源码风险；真实 broker 顺序、旧删除投递与权威回填交错尚未端到端复现，后续单独验收，不扩大成已确认数据丢失 |"
"core","remoteentity/syncer.go","bug/REVIEW-2026-09-13.md","7","位置：[remoteentity/syncer.go](../../remoteentity/syncer.go):100–103；`DeleteRemoteSnapshot` 在第 68 行发送 version，但接收侧直接 `cache.Delete(key)`，不比较 `env.Version`，也不保留删除水位。[entity/remote_snapshot.go](../../entity/remote_snapshot.go):389 的 Delete 是缓存失效原语。"
"core","remoteentity/syncer.go","bug/REVIEW-2026-09-13.md","26","影响：[syncer.go](../../remoteentity/syncer.go):35 的兴趣过滤可能静默跳过本应发送的快照更新。下一次成功续租/权威回填可能恢复，并非永久丢失；但本地仍认为新兴趣有效，读时续租还会合并请求，不能假设下一次读马上修好。默认兴趣 TTL 与缓存 TTL 都是 30 秒，具体陈旧时间取决于读模式、续租时点及网络，不能笼统保证固定时长。"
"core","remoteentity/syncer.go","bug/REVIEW-2026-09-13.md","32","位置：[remoteentity/syncer.go](../../remoteentity/syncer.go):96–103。通用 Replicator 校验外部 SyncMsg 与 mirror.Envelope 的 key/version，但 Remote 第三层 `wire.Key`、`wire.Update.Key` 和 `Update.StateVersion` 没有与它们交叉校验。"
